logLD50,sigma,n_obs,Response,Response_Unit,Endpoint,smiles,LD50_class
1.14612803567824,0.001,1,14,mg/kg,LD50,CCC(C)(C)N=C(NC#N)Nc1cccnc1,0
2.39794000867204,1.001,1,250,mg/kg,LD50,CCC(C)(C)NC(=O)c1cnc2cccc(C)n2c1=O,1
2.47712125471966,0.001,1,300,mg/kg,LD50,CCC(C)(C)NC(N)=NC#N,1
3.26344090324107,0.0597783914928501,2,2100,mg/kg,LD50,CCC(C)(C)OC,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,2
2.69897000433602,1.001,1,500,mg/kg,LD50,CCC(C)(CC)c1ccc(NC(=O)c2c(OC)cccc2OC)nn1,1
2.15836249209525,0.001,1,144,mg/kg,LD50,CCC(C)(CC)c1cc(N)on1,1
3.84948500216801,1.15151499783199,2,5000,mg/kg,LD50,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,2
1.86923171973098,0.001,1,74,mg/kg,LD50,CCC(C)(N)C#N,1
2.52568818384145,0.203444426821616,4,333,mg/kg,LD50,CCC(C)(C#N)N=NC(C)(C#N)CC,1
3.69897000433602,1.001,9,5000,mg/kg,LD50,CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,2
3.14612803567824,0.001,1,1400,mg/kg,LD50,CCC(C)(O)c1ccccc1,2
2.85125834871908,0.001,1,710,mg/kg,LD50,CCC(C)(O)CC,2
3.46982201597816,0.001,1,2950,mg/kg,LD50,CCC(C)(O)CCc1ccccc1,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCC(C)(Oc1ccc(Cl)cc1)C(=O)OC1CC(C)CC(C)(C)C1,2
2.84608315728358,0.162237795639166,2,484,mg/kg,LD50,CCC(C)(OO)OOC(C)(CC)OO,1
3.30535136944662,0.001,1,2020,mg/kg,LD50,CCC(C)=C1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,C=CC(C)(CCC=C(C)CC)OC(C)=O,2
3.42684910588809,0.626819110224106,2,3570,mg/kg,LD50,CCC(C)=CCCC(C)=O,2
3.16754632947318,0.200063380919247,2,2326,mg/kg,LD50,CCC(C)=NO,2
3.54641926683519,0.482109443202826,3,3519,mg/kg,LD50,C=C[Si](ON=C(C)CC)(ON=C(C)CC)ON=C(C)CC,2
3.3914644118391,0.00454327713920888,3,2463,mg/kg,LD50,CCC(C)=NO[Si](ON=C(C)CC)(ON=C(C)CC)ON=C(C)CC,2
2.75358305889291,0.001,1,567,mg/kg,LD50,CCC(C)C(CN(C)C)c1ccc(Cl)cc1Cl,2
2.47712125471966,0.001,1,300,mg/kg,LD50,CCC(C)C(CN(C)C)c1cc(F)ccc1OC,1
2.6570558528571,0.001,1,454,mg/kg,LD50,CCC(C)C(CN(C)C)c1ccc(OC)c(Cl)c1,1
2.50514997831991,1.09908422275706,3,2000,mg/kg,LD50,CCC(C)c1ccccc1O,2
2.30102999566398,0.001,1,200,mg/kg,LD50,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)SC,1
1.4392608977506,0.208570033083671,4,25,mg/kg,LD50,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0
1.77085201164214,0.001,1,59,mg/kg,LD50,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C,1
2.03342375548695,0.001,1,108,mg/kg,LD50,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1
1.69897000433602,0.001,1,50,mg/kg,LD50,CCC(C)c1ccc(Cl)c(OC(O)=NC)c1,0
2.54406804435028,0.001,1,350,mg/kg,LD50,CCC(C)c1ccccc1OC(=O)NC,1
2.61278385671974,0.001,1,410,mg/kg,LD50,CCC(C)c1ccccc1OC(=N)O,1
2,0.001,1,100,mg/kg,LD50,CCC(C)c1cnc2[nH]c(=N)[nH]c(=N)c2c1C,1
2.83250891270624,0.001,1,680,mg/kg,LD50,C#CC1(OC(C)=O)CCCCC1C(C)CC,2
3.38021124171161,0.001,1,2400,mg/kg,LD50,CCC(C)C1CCCCC1=O,2
3.8220104178197,0.0168304438358179,2,6400,mg/kg,LD50,CCC(C)C=O,3
3.54406804435028,0.001,1,3500,mg/kg,LD50,CCC(=O)CC(C)CC,2
3.57978359661681,0.001,1,3800,mg/kg,LD50,CCC(CC(C)CC)=NO,2
3.38021124171161,0.001,1,2400,mg/kg,LD50,CCC(C)CC(CC)Nc1ccc(NC(CC)CC(C)CC)cc1,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCC(C)CCCC(C)CCCC(C)C,2
2.95904139232109,0.001,1,910,mg/kg,LD50,CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,2
4,1.001,1,10000,mg/kg,LD50,CCC(C)CCCCC=CC=CC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(c2ccc(O)cc2)C(=O)N(CCCCN)C(=O)NC(C(C)O)C(=O)NC(c2ccc(O)cc2)C(=O)NC(c2ccc(O)cc2)C(=O)NC(C(C)O)C(=O)NC(CCCNC(N)=O)C(=O)NC(CC2CNC(N)=N2)C(=O)NC(c2ccc(O)cc2)C(=O)NC(CO)C(=O)NC(c2cc(Cl)c(O)c(Cl)c2)C(=O)NC(=O)NC(CC2CNC(N)=N2)C(=O)NC(C)C(=O)NC(c2ccc(O)cc2)C(=O)OC1C,3
3.30102999566398,1.001,1,2000,mg/kg,LD50,CCC(C)Cl,2
3.16136800223498,0.001,1,1450,mg/kg,LD50,CCC(C)N(C(=O)c1c(Cl)cccc1Cl)C(C)CC,2
4,0.001,1,10000,mg/kg,LD50,CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,3
3.6018427897821,0.405362131879866,3,641,mg/kg,LD50,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,2
3.40823996531185,1.001,1,2560,mg/kg,LD50,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(O)cc4)CC3)cc2)c1=O,2
2.50514997831991,1.001,1,320,mg/kg,LD50,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,1
0.778151250383644,0.001,1,6,mg/kg,LD50,CCC(C)NC(=S)C(=S)NC(C)CC,0
2.88907562519182,1.41295437047216,2,300,mg/kg,LD50,CCC(C)NCCO,1
3.35401080382769,0.206012418937045,4,2054,mg/kg,LD50,CCC(C)O,2
2.39794000867204,0.001,1,250,mg/kg,LD50,CCC(C)OC(CBr)c1ccc(Cl)cc1,1
2.39794000867204,0.001,1,250,mg/kg,LD50,CCC(C)OC(CBr)c1ccccc1,1
0.845098040014257,0.001,1,7,mg/kg,LD50,CCC(C)OP(=S)(CC)OC,0
3.71399426766064,0.001,1,5176,mg/kg,LD50,CCC(C)S,3
3.03342375548695,0.001,1,1080,mg/kg,LD50,CCC(CC)(C(=O)O)c1cccc2ccccc12,2
2.60205999132796,0.001,1,400,mg/kg,LD50,C=CCC(CC)(CC)C(N)=O,1
3.30102999566398,0.001,1,2000,mg/kg,LD50,CCC(CC)C(=O)OC(C)C(Cl)(Cl)Cl,2
2.95424250943932,0.001,1,900,mg/kg,LD50,CCC(CC)C(=O)OCC(Cl)(Cl)Cl,2
3.34242268082221,0.001,1,2200,mg/kg,LD50,CCC(CC)C(=O)O,2
3.59988307207369,0.001,1,3980,mg/kg,LD50,CCC(C=O)CC,2
2.88907562519182,1.41295437047216,2,300,mg/kg,LD50,CCC(CC)CC1(C(=O)O)CCCCC1,1
2.54121315043039,0.0508514565961132,2,390,mg/kg,LD50,CCC(CC)CN,1
3.26717172840301,0.001,1,1850,mg/kg,LD50,CCC(CC)CO,2
3.74973631556906,0.001,1,5620,mg/kg,LD50,CCC(CC)COC(=O)CCCCC(=O)OCC(CC)CC,3
3.39093510710338,0.001,1,2460,mg/kg,LD50,CCC(CC)COCCC#N,2
3.57170883180869,0.001,1,3730,mg/kg,LD50,CCC(CC)COCCC(=O)O,2
3.51851393987789,0.001,1,3300,mg/kg,LD50,CCC(CC)COCCOC(=O)CCC(=O)OCCOCC(CC)CC,2
3.51188336097887,0.001,1,3250,mg/kg,LD50,CCC(CC)COCCOC(=O)CCCCC(=O)OCCOCC(CC)CC,2
3.5,1.19997000433602,2,5000,mg/kg,LD50,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],2
3.90308998699194,1.001,1,8000,mg/kg,LD50,CCC(CC)Nc1nnc(-c2ccccc2)c2ccccc12,3
3.30102999566398,0.001,1,2000,mg/kg,LD50,CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O,2
3.30102999566398,1.001,1,2000,mg/kg,LD50,CCC(CO)(CO)C(=O)O,2
3.69284691927723,0.001,1,4930,mg/kg,LD50,C=CCOCC(CC)(CO)CO,2
3.55697167615342,0.756941680489437,2,2000,mg/kg,LD50,C=CCOCC(CC)(CO)COCC=C,2
3.30102999566398,1.001,1,2000,mg/kg,LD50,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,2
3.30102999566398,0.001,1,2000,mg/kg,LD50,C#CCOS(=O)OC(CC)COc1ccc(C(C)(C)CC)cc1,2
3.87273882747267,0.001,1,7460,mg/kg,LD50,CCC(Cl)(Cl)Cl,3
3.81291335664286,0.001,1,6500,mg/kg,LD50,CCC(Cl)Cl,3
3.69897000433602,0.001,1,5000,mg/kg,LD50,CCC(N)(CO)CO,2
3.12763625255165,0.464800217142542,4,2800,mg/kg,LD50,CCC(N)CO,2
2.69897000433602,0.001,1,500,mg/kg,LD50,CCC(C(=O)c1ccc2[nH]c(=O)ccc2c1)N1CCN(c2cccc(Cl)c2)CC1,1
3.34927752746796,0.001,1,2235,mg/kg,LD50,CCC(O)(c1ccccc1)c1cccc(C(F)(F)F)c1,2
2.37291200297011,0.001,1,236,mg/kg,LD50,CCC(O)(CC)c1[nH]ncc1Cl,1
2.78318869107526,0.001,1,607,mg/kg,LD50,CCC(O)(COC(N)=O)c1ccccc1,2
3,1.001,1,1000,mg/kg,LD50,CCC(O)=NP(=O)(OC)SC,2
2.69897000433602,0.001,1,500,mg/kg,LD50,C#CCSP(=O)(N=C(O)CC)OC,1
3.41497334797082,0.778101498230678,3,4300,mg/kg,LD50,CCC(=O)O,2
3.2718416065365,0.001,1,1870,mg/kg,LD50,CCC(O)CC,2
4.30102999566398,0.001,1,20000,mg/kg,LD50,CCC(O)CCO,3
4.20411998265593,0.001,1,16000,mg/kg,LD50,CCC(O)CO,3
3.40226138245468,0.001,1,2525,mg/kg,LD50,CCC(O)OC(C)(C)C,2
3.4996870826184,1.001,1,3160,mg/kg,LD50,CCC(O)OCc1c(Cl)ccc(Cl)c1Cl,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCC(Oc1ccc(F)c(C(F)(F)F)c1)C(=O)NCc1ccccc1,2
1.14921911265538,0.001,2,14.1,mg/kg,LD50,CCC(SC(C)=NOC(=O)NC)C(N)=O,0
2.25039258645873,0.554962161125455,6,176,mg/kg,LD50,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,2
1.30102999566398,0.001,1,20,mg/kg,LD50,CC=CC(C)C1(CC)C(=O)NC(=O)NC1=O,0
1.8750612633917,0.001,1,75,mg/kg,LD50,CCC1(C(C)CC(C)C)C(=O)NC(=O)NC1=O,1
2.39794000867204,0.001,1,250,mg/kg,LD50,CCC1(C)C(=O)N(CC2CO2)C(=O)N1CC1CO1,1
2.66972572065322,0.0302442836827984,2,500,mg/kg,LD50,CCC1(C)C(=O)N(Cl)C(=O)N1Cl,1
3.30102999566398,1.001,1,2000,mg/kg,LD50,CCC1(C)OOC(C)(CC)OOC(C)(CC)OO1,2
3.12710479836481,0.001,1,1340,mg/kg,LD50,CCC1(CC)C(=O)C=CN(CN2CCNCC2)C1=O,2
3.29003461136252,0.001,1,1950,mg/kg,LD50,CCC1(CC)C(=O)C=CN(CN2CCOCC2)C1=O,2
2.89209460269048,0.001,1,780,mg/kg,LD50,CCC1(CC)C(=O)C=CNC1=O,2
2.93449845124357,0.001,1,860,mg/kg,LD50,CCC1(CC)C(=O)NCC(C)C1=O,2
3,1.001,1,1000,mg/kg,LD50,CCC1(CC)COC(Cn2cncn2)(c2cc3ccccc3o2)OC1,2
3.90308998699194,1.001,1,8000,mg/kg,LD50,CCC1(CC)COP(=S)(N(SN(C)C(=O)ON=C(C)SC)C2CCCCC2)OC1,3
1.66275783168157,0.001,1,46,mg/kg,LD50,CCC1(CC)Oc2cccc(OC(=O)NC)c2O1,0
2.57403126772772,0.001,1,375,mg/kg,LD50,CCC1(CC)Oc2cccc(OC(=O)N(C)C(C)=O)c2O1,1
2.77815125038364,0.001,1,600,mg/kg,LD50,CCC1(c2ccccc2)CCC(=O)N1,2
2.77815125038364,0.001,1,600,mg/kg,LD50,CCC1(c2ccccc2)CCC(=O)NC1=O,2
2.39794000867204,0.001,1,250,mg/kg,LD50,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,1
2.97772360528885,0.001,1,950,mg/kg,LD50,CCC1(NC(N)=O)CCCC1,2
2.99563519459755,0.001,1,990,mg/kg,LD50,CCC1(c2ccccc2)CCN=C1O,2
3.30102999566398,1.001,1,2000,mg/kg,LD50,CCC1(CO)COC1,2
3.30102999566398,1.001,1,2000,mg/kg,LD50,CCC1(CO)COCOC1,2
3.30102999566398,1.001,1,2000,mg/kg,LD50,C=CC(=O)OCC1(CC)COCOC1,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCC1(c2ccc(O)cc2)N=C(O)N=C1O,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCC1(c2ccccc2O)N=C(O)N=C1O,2
2.92941892571429,0.001,1,850,mg/kg,LD50,CCC1(c2ccccc2)NC(=O)N(C)C1=O,2
0.488550716500444,0.001,1,3.08,mg/kg,LD50,CCC12COP(=O)(OC1)OC2,0
0.9237619608287,0.001,1,8.39,mg/kg,LD50,CCC12COP(OC1)OC2,0
2.39445168082622,0.001,1,248,mg/kg,LD50,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,1
2.65896484266444,0.001,1,456,mg/kg,LD50,CCc1ncc(C)nc1C,1
2.38021124171161,0.001,1,240,mg/kg,LD50,CCc1c(C)[nH]c2c1C(=O)C(CN1CCC3(CC1)OCCO3)CC2,1
3.27875360095283,0.001,1,1900,mg/kg,LD50,CCc1oc2ccccc2c1CC(=NCCN1CCOCC1)NO,2
2.47712125471966,1.001,1,300,mg/kg,LD50,CCc1c(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(=O)nc2nc[nH]n12,1
3.35468455395473,0.001,1,2263,mg/kg,LD50,CCc1c(Cl)ccc(O)c1Cl,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC,2
3.06069784035361,0.001,1,1150,mg/kg,LD50,CCc1occc(=O)c1O,2
3.14612803567824,0.001,2,1400,mg/kg,LD50,CCc1cc(=O)c2ccccc2o1,2
3.64836001098093,0.001,1,4450,mg/kg,LD50,CCc1ccc(C(=O)c2ccccc2)c(C(=O)O)c1,2
3.52543355342882,0.001,1,3353,mg/kg,LD50,CCc1cnc(C(=O)O)c(C(=O)O)c1,2
3.69897000433602,1.001,6,5000,mg/kg,LD50,CCc1cc(C)cc(CC)c1-c1c(OC(=O)C(C)(C)C)n2n(c1=O)CCOCC2,2
4,1.001,1,10000,mg/kg,LD50,CCc1cc(Cc2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,3
3.20411998265593,0.001,1,1600,mg/kg,LD50,CCc1cc(CC)cc(OC(=O)NC)c1,2
4.19865708695442,1.001,1,15800,mg/kg,LD50,CCc1cccc(OP(=O)(Oc2cccc(CC)c2)Oc2cccc(CC)c2)c1,3
1.44715803134222,0.001,1,28,mg/kg,LD50,CCc1ccc2nc(C(F)(F)F)[nH]c2c1,0
2.41497334797082,0.001,1,260,mg/kg,LD50,CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C,1
3.50514997831991,0.001,1,3200,mg/kg,LD50,CCc1cc2c(cc1C=O)C(C)(C)CCC2(C)C,2
3.86588299603714,0.0473390604952734,2,8170,mg/kg,LD50,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,3
3.12872228433843,0.001,1,1345,mg/kg,LD50,CCc1ccc([N+]([O-])=Cc2ccccc2)cc1,2
2.90308998699194,0.001,1,800,mg/kg,LD50,CCc1ccc(OCC=C(C)CCC=C(C)C)cn1,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCc1cccc(C)c1Nc1ccc(Nc2c(C)cccc2CC)c2c1C(=O)c1ccccc1C2=O,2
2.96848294855394,0.0983930399291283,3,790,mg/kg,LD50,CCc1cccc(CC)c1N(COC)C(=O)CCl,2
3.21218760440396,0.001,1,1630,mg/kg,LD50,CC=CCOCN(C(=O)CCl)c1c(CC)cccc1CC,2
2.90308998699194,1.001,1,800,mg/kg,LD50,CCc1cccc(CC)c1NC(=O)c1sc(N)nc1C,2
1.9731278535997,0.001,1,94,mg/kg,LD50,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,1
4.19865708695442,1.001,1,15800,mg/kg,LD50,CCc1ccccc1OP(=O)(Oc1ccccc1CC)Oc1ccccc1CC,3
2.95424250943932,0.001,1,900,mg/kg,LD50,CCc1cnc(C)cn1,2
3.27829620809127,0.573880177264347,5,1819,mg/kg,LD50,CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,2
3.0899051114394,0.001,1,1230,mg/kg,LD50,C=Cc1ccc(CC)cn1,2
3.63245729218472,0.001,1,4290,mg/kg,LD50,CCc1ccc(CCO)nc1,2
2.64345267648619,0.001,1,440,mg/kg,LD50,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1
3.39794000867204,1.001,1,2500,mg/kg,LD50,CCC1=NN(C(=O)N=C(O)c2ccc(Cl)cc2)C(C)(CC)C1,2
1.963839132069,0.0457610396929218,2,83,mg/kg,LD50,CCc1nn(C)c(C(=O)NCc2ccc(Oc3ccc(C)cc3)cc2)c1Cl,1
2.91645394854993,0.001,1,825,mg/kg,LD50,CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,2
3.11226976841727,0.001,1,1295,mg/kg,LD50,CCC1Cc2cc(CC(=O)O)ccc2O1,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCC1CCC(=O)O1,2
2.73239375982297,0.001,1,540,mg/kg,LD50,CCC1CCC(C)NC1,2
2.95424250943932,0.155368782379421,3,900,mg/kg,LD50,CCC1CO1,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCC1COC(=O)O1,2
0.698970004336019,0.001,1,5,mg/kg,LD50,CCC1NC(=O)C2C(Cl)C(Cl)CN2C(=O)C(CO)NC(=O)CC(c2ccccc2)NC(=O)C(CO)NC1=O,0
3.54406804435028,0.001,1,3500,mg/kg,LD50,CCC1OC1(C)C,2
3.11727129565576,0.001,1,1310,mg/kg,LD50,CCC1N=C(O)c2ccccc2O1,2
1.27875360095283,0.001,1,19,mg/kg,LD50,CCC1OCCSC1=NOC(=O)NC,0
1.38021124171161,0.001,1,24,mg/kg,LD50,CCC1OCSC1=NOC(=O)NC,0
3.22530928172586,0.001,1,1680,mg/kg,LD50,C#CC(OC(=O)C1C(C=C(C)C)C1(C)C)C(C)=CCC,2
3.30102999566398,1.001,1,2000,mg/kg,LD50,CCC=CCC(C)OC(=O)c1ccccc1O,2
4.30102999566398,1.001,1,20000,mg/kg,LD50,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)O,3
3.19312459835446,0.001,1,1560,mg/kg,LD50,CCC=CCC=O,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCC=CCCC1(C)CCC(=O)O1,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCC=CCCC=CC=O,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CC=C(C)C(=O)OCCC=CCC,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCC=CCCOC(=O)C(C)C,2
3.69897000433602,0.001,1,5000,mg/kg,LD50,CCC=CCCOC(=O)c1ccccc1O,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCC=CCCOC(=O)CC,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCC=CCCOC(=O)Cc1ccccc1,2
3.30102999566398,1.001,1,2000,mg/kg,LD50,CCC=CCCOC(=O)CC=CCC,2
3.5,1.19997000433602,2,2000,mg/kg,LD50,CCC=CCCOC(C)=O,2
3,1.001,1,1000,mg/kg,LD50,CCC=CC=CCCCCCCCCOC(C)=O,2
3.06069784035361,0.001,1,1150,mg/kg,LD50,CCC=CC=CC=O,2
3.30102999566398,1.001,1,2000,mg/kg,LD50,CCC=CCC(C)OC(=O)c1ccccc1O,2
4,0.001,1,10000,mg/kg,LD50,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,3
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCC=CCC=O,2
4.39794000867204,1.001,1,25000,mg/kg,LD50,CCC=CCCOC(=O)C(C)C,3
3.3541084391474,0.001,1,2260,mg/kg,LD50,C=CCON=C(CCC)C1=C(O)CC(C)(C)C(C(=O)OC)C1=O,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCCC(=NOCC(C)Oc1ccc(Cl)cc1)C1=C(O)CC(C2CCCSC2)CC1=O,2
3.50514997831991,0.438871583652277,5,2676,mg/kg,LD50,CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCCC(=O)C(C)=O,2
3.64345267648619,0.001,1,4400,mg/kg,LD50,CCCC(=O)C(CC)Cc1ccccc1,2
3.30102999566398,1.001,1,2000,mg/kg,LD50,CCCC(=O)c1ccc(NC)c(O)c1,2
3.30102999566398,1.001,1,2000,mg/kg,LD50,CCCC(=O)c1ccc2c(c1)OC(C)(C)C(=O)N2C,2
3.30102999566398,1.001,1,2000,mg/kg,LD50,CCCC(=O)c1ccc2c(c1)OC(C)C(=O)N2C,2
3.30102999566398,1.001,1,2000,mg/kg,LD50,CCCC(=O)c1ccc2c(c1)OC(C)(C)C(=O)N2,2
3.30102999566398,1.001,1,2000,mg/kg,LD50,CCCC(=O)c1ccc2[nH]c(=O)oc2c1,2
2.47712125471966,0.001,1,300,mg/kg,LD50,CCCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,1
2.6159500516564,0.001,1,413,mg/kg,LD50,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,1
3.54406804435028,0.001,1,3500,mg/kg,LD50,CCCC(=O)c1ccc2c(c1)N(CCCN1CCOCC1)c1ccccc1S2,2
1.92427928606188,0.001,1,84,mg/kg,LD50,CCCC(=O)c1ccc(N)cc1,1
2.47712125471966,1.001,1,300,mg/kg,LD50,CCCC(=O)CC(=O)OCC,1
3.08635983067475,0.001,1,1220,mg/kg,LD50,CCCC(=O)N(C)C(=O)Oc1cc(C)cc(C(C)C)c1,2
2.8750612633917,1.001,1,750,mg/kg,LD50,CCCC(=O)N(C)C(=O)Oc1cccc2c1OCO2,2
3.30102999566398,0.001,2,2000,mg/kg,LD50,CCCC(=O)N(C)C(=O)ON=C1CSCCS1,2
3.39794000867204,1.001,1,2500,mg/kg,LD50,CCCC(=O)NC(C)C(=O)O,2
2.92941892571429,1.001,1,850,mg/kg,LD50,CCCC(=O)Nc1ccc(Cc2ccccn2)c([N+](=O)[O-])c1,2
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCCC(=O)OC,2
3.03941411917614,0.001,1,1095,mg/kg,LD50,CCCC(=O)OC(=C(Cl)Cl)P(=O)(OC)OC,2
3.94398887507377,0.001,1,8790,mg/kg,LD50,CCCC(=O)OC(=O)CCC,3
3.02118929906994,0.504615191786728,5,760,mg/kg,LD50,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,2
3.17026171539496,0.001,1,1480,mg/kg,LD50,CCCC(=O)OC(Cl)C(Cl)(Cl)Cl,2
4.17609125905568,0.001,1,15000,mg/kg,LD50,CCCC(=O)OC1=C(OC(=O)CCC)C(=O)OC1=O,3
3.93094903116752,0.001,1,8530,mg/kg,LD50,C=COC(=O)CCC,3
4.11394335230684,0.001,1,13000,mg/kg,LD50,CCCC(=O)OCC,3
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCCC(=O)OCC(C)C,2
3.50514997831991,0.001,1,3200,mg/kg,LD50,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,2
3.36735592102602,0.001,1,2330,mg/kg,LD50,CCCC(=O)OCc1ccccc1,2
4.02775720469055,0.001,1,10660,mg/kg,LD50,CCCC(=O)OCC=C(C)CCC=C(C)C,3
3.69897000433602,1.001,1,5000,mg/kg,LD50,CCCC(=O)OCCC(C)CCCC(C)C,2
2.90308998699194,0.001,1,800,mg/kg,LD50,CCCC(=O)OCN(C)N=O,2
3.8750612633917,1.001,1,7500,mg/kg,LD50,CCCC(=O)OC[C@@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H](Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,3
3.70926996097583,0.001,1,5120,mg/kg,LD50,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,3
3.41497334797082,0.001,1,2600,mg/kg,LD50,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,2
3.12057393120585,0.001,1,1320,mg/kg,LD50,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,2
3.16731733474818,0.12721789628278,5,918,mg/kg,LD50,CCCC(C)(COC(N)=O)COC(N)=O,2
4,0.001,1,10000,mg/kg,LD50,CCCC(C)(Oc1ccc(Cc2ccc(Cl)cc2)cc1)C(=O)OCc1cccnc1,3
3.0542299098634,0.001,1,1133,mg/kg,LD50,CCCC(C)=NO,2
3.70757017609794,0.001,1,5100,mg/kg,LD50,CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,3
2.09691001300806,0.001,1,125,mg/kg,LD50,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,1
1.81924462847732,0.1212746241413,2,50,mg/kg,LD50,CCCC(C)c1cccc(OC(=O)NC)c1,0
2.84509804001426,0.001,1,700,mg/kg,LD50,CCCC(C)CC(C(=O)O)c1ccc(Cl)c(Cl)c1,2
3.14921911265538,0.001,1,1410,mg/kg,LD50,CCCC(C)CO,2
3.86923171973098,0.001,1,7400,mg/kg,LD50,CCCC(C)COC(C)=O,3
3.30102999566398,1.001,1,2000,mg/kg,LD50,CCCC(C)O,2
